ticker,TU1 Comdty,FV1 Comdty,UXY1 Comdty,US1 Comdty,WN1 Comdty
05/05/2010,108.9765625,116.34375,,120.53125,126.59375
06/05/2010,109.1953125,116.8984375,,123.34375,131.4375
07/05/2010,109.1015625,116.8984375,,122,128.75
10/05/2010,109.0390625,116.59375,,120.84375,126.46875
11/05/2010,109.0390625,116.625,,120.78125,126.25
12/05/2010,109.015625,116.5390625,,120.3125,125.28125
13/05/2010,109.0390625,116.5703125,,120.53125,125.5
14/05/2010,109.171875,117.203125,,122.03125,128.53125
17/05/2010,109.140625,117.0625,,121.4375,127.96875
18/05/2010,109.25,117.4609375,,122.6875,129.8125
19/05/2010,109.2109375,117.3359375,,122.78125,130.15625
20/05/2010,109.296875,117.734375,,124.03125,132.125
21/05/2010,109.28125,117.84375,,124.875,133.4375
24/05/2010,109.296875,117.71875,,124.375,132.4375
25/05/2010,109.328125,117.8671875,,125.25,133.8125
26/05/2010,109.25,117.4921875,,124.46875,132.375
27/05/2010,109.1640625,117.0546875,,122.9375,129.71875
28/05/2010,109.3515625,117.4375,,123.21875,130.25
01/06/2010,109.3125,117.4453125,,123.34375,130.53125
02/06/2010,109.2578125,117.2421875,,122.90625,130.03125
03/06/2010,109.21875,117.140625,,122.5,129.0625
04/06/2010,109.390625,117.9765625,,124.90625,132.625
07/06/2010,109.328125,118.015625,,124.8125,132.53125
08/06/2010,109.3359375,118.0703125,,125.09375,133.125
09/06/2010,109.3515625,118.015625,,124.875,132.71875
10/06/2010,109.2578125,117.4609375,,123.09375,130.25
11/06/2010,109.390625,117.9296875,,124.6875,132.5
14/06/2010,109.359375,117.765625,,123.8125,131.15625
15/06/2010,109.328125,117.6484375,,123.3125,130.5625
16/06/2010,109.375,117.75,,123.6875,131.21875
17/06/2010,109.4453125,118.0859375,,124.90625,132.90625
18/06/2010,109.40625,117.9296875,,124.46875,132.375
21/06/2010,109.4140625,117.890625,,124.28125,132.1875
22/06/2010,109.4765625,118.2109375,,124.75,131.90625
23/06/2010,109.5703125,118.4453125,,125.34375,132.75
24/06/2010,109.53125,118.4921875,,125.03125,132.1875
25/06/2010,109.6015625,118.6015625,,125.34375,132.59375
28/06/2010,109.609375,118.953125,,126.28125,133.78125
29/06/2010,109.671875,119.1484375,,127.125,135
30/06/2010,109.671875,118.9765625,,127.5,135.8125
01/07/2010,109.3984375,118.34375,,128,136.84375
02/07/2010,109.4140625,118.3359375,,127.15625,135.3125
06/07/2010,109.421875,118.6015625,,128,136.40625
07/07/2010,109.40625,118.5546875,,127.3125,135.125
08/07/2010,109.421875,118.453125,,126.78125,134.125
09/07/2010,109.3828125,118.3046875,,126.28125,133.28125
12/07/2010,109.390625,118.359375,,126.34375,133.3125
13/07/2010,109.328125,118.0546875,,125.46875,132.0625
14/07/2010,109.4609375,118.4609375,,126.59375,133.53125
15/07/2010,109.453125,118.8359375,,127.65625,134.90625
16/07/2010,109.46875,119.078125,,128.09375,135.46875
19/07/2010,109.46875,119.015625,,127.59375,134.71875
20/07/2010,109.5078125,119.1875,,127.96875,135.28125
21/07/2010,109.546875,119.3359375,,128.84375,136.59375
22/07/2010,109.5234375,119.234375,,128.09375,135.40625
23/07/2010,109.484375,118.9765625,,127.15625,134
26/07/2010,109.4375,119,,127.21875,133.90625
27/07/2010,109.328125,118.7109375,,126.34375,132.5625
28/07/2010,109.4453125,119.1328125,,126.84375,132.96875
29/07/2010,109.46875,119.375,,126.875,132.9375
30/07/2010,109.5625,119.828125,,128.71875,135.25
02/08/2010,109.5390625,119.6171875,,127.625,133.375
03/08/2010,109.59375,120.0703125,,128.40625,133.84375
04/08/2010,109.5390625,119.7890625,,127.90625,133.375
05/08/2010,109.6015625,119.9921875,,128.375,133.5
06/08/2010,109.6484375,120.3046875,,129.53125,134.875
09/08/2010,109.6015625,120.171875,,129.34375,134.71875
10/08/2010,109.6015625,120.328125,,129.78125,134.25
11/08/2010,109.625,120.5625,,131.375,136.6875
12/08/2010,109.5546875,120.359375,,131.21875,136.625
13/08/2010,109.5859375,120.421875,,132,137.90625
16/08/2010,109.65625,120.8046875,,133.875,141.46875
17/08/2010,109.6328125,120.5546875,,132.90625,140.46875
18/08/2010,109.6640625,120.5,,133.34375,141.28125
19/08/2010,109.6953125,120.734375,,134.34375,143.0625
20/08/2010,109.6875,120.4296875,,134,143.125
23/08/2010,109.6953125,120.578125,,134.125,143
24/08/2010,109.703125,120.9921875,,135.75,145.3125
25/08/2010,109.6484375,120.7109375,,135.1875,144.96875
26/08/2010,109.640625,120.84375,,136,145.96875
27/08/2010,109.5546875,120.2890625,,133.6875,142.0625
30/08/2010,109.703125,120.796875,,135.46875,144.3125
31/08/2010,109.71875,121.0703125,,136.4375,146
01/09/2010,109.6796875,120.7265625,,134.59375,142.9375
02/09/2010,109.6796875,120.6953125,,133.9375,141.4375
03/09/2010,109.6640625,120.4375,,132.875,140.25
07/09/2010,109.7109375,120.8359375,,134.34375,142.75
08/09/2010,109.6484375,120.5703125,,133.625,141.625
09/09/2010,109.546875,120.046875,,131.96875,138.90625
10/09/2010,109.5546875,120.0078125,,131.53125,138.21875
13/09/2010,109.6484375,120.390625,,132.09375,138.9375
14/09/2010,109.6953125,120.7578125,,133,140.28125
15/09/2010,109.734375,120.703125,,132.0625,138.34375
16/09/2010,109.7421875,120.59375,,131.3125,137.375
17/09/2010,109.765625,120.734375,,131.53125,137.65625
20/09/2010,109.78125,120.8359375,,132.03125,138.5625
21/09/2010,109.84375,121.390625,,132.53125,139.25
22/09/2010,109.8359375,121.3515625,,132.71875,139.84375
23/09/2010,109.84375,121.328125,,132.75,140.125
24/09/2010,109.8203125,121.21875,,131.75,138.6875
27/09/2010,109.84375,121.546875,,133.34375,140.84375
28/09/2010,109.8828125,121.8203125,,134.21875,142.0625
29/09/2010,109.8828125,121.65625,,133.65625,141.125
30/09/2010,109.9140625,121.5,,133.71875,141.28125
01/10/2010,109.7578125,120.90625,,133.375,140.5
04/10/2010,109.7734375,121.09375,,133.90625,140.8125
05/10/2010,109.7734375,121.1875,,133.6875,140.375
06/10/2010,109.828125,121.359375,,134.8125,141.90625
07/10/2010,109.8828125,121.484375,,134.4375,140.8125
08/10/2010,109.9140625,121.65625,,134.3125,140.15625
11/10/2010,109.9296875,121.703125,,134.3125,140.09375
12/10/2010,109.875,121.484375,,133.71875,139.03125
13/10/2010,109.90625,121.6171875,,133.4375,138.40625
14/10/2010,109.859375,121.328125,,132.4375,136.84375
15/10/2010,109.8984375,121.328125,,131.03125,134.8125
18/10/2010,109.8984375,121.6484375,,132.15625,136.34375
19/10/2010,109.90625,121.7578125,,132.4375,136.875
20/10/2010,109.9296875,121.78125,,132.65625,137.0625
21/10/2010,109.921875,121.65625,,131.8125,135.9375
22/10/2010,109.921875,121.5859375,,131.6875,136.0625
25/10/2010,109.921875,121.4375,,132.125,136.71875
26/10/2010,109.84375,121.0703125,,130.71875,134.8125
27/10/2010,109.828125,120.8359375,,129.875,133.75
28/10/2010,109.9296875,121.3046875,,130.21875,133.59375
29/10/2010,109.9921875,121.578125,,130.9375,134.84375
01/11/2010,109.984375,121.6640625,,130.625,134.5
02/11/2010,109.9765625,121.7109375,,131.6875,136.34375
03/11/2010,110,121.8671875,,130.28125,133.71875
04/11/2010,110,122.25,,131.6875,134.59375
05/11/2010,109.9375,121.9375,,130.6875,132.9375
08/11/2010,109.875,121.7734375,,130.40625,132.625
09/11/2010,109.8046875,121.15625,,128.8125,130.28125
10/11/2010,109.8203125,121.4375,,129.0625,130.5625
11/11/2010,109.640625,121.0234375,,128.71875,130.21875
12/11/2010,109.671875,120.7578125,,127.9375,129.90625
15/11/2010,109.640625,120.125,,126.21875,127.78125
16/11/2010,109.6640625,120.265625,,127.71875,130.09375
17/11/2010,109.6875,120.3203125,,127.0625,129.625
18/11/2010,109.6640625,120.2109375,,126.53125,129.59375
19/11/2010,109.6484375,120.125,,127.21875,130.25
22/11/2010,109.7109375,120.5234375,,128.03125,131.21875
23/11/2010,109.7890625,120.7578125,,128.5625,132.03125
24/11/2010,109.6171875,120.1328125,,126.5,129.3125
26/11/2010,109.640625,120.3046875,,127.53125,131.125
29/11/2010,109.671875,120.4453125,,128.15625,132.375
30/11/2010,109.78125,120.625,,128.71875,133.5
01/12/2010,109.6484375,119.9296875,,126.3125,130.46875
02/12/2010,109.6328125,119.7109375,,126.03125,129.84375
03/12/2010,109.75,120.0390625,,125.625,128.96875
06/12/2010,109.84375,120.5078125,,126.71875,130.34375
07/12/2010,109.609375,119.46875,,124,126.75
08/12/2010,109.4765625,118.9609375,,123.28125,126.34375
09/12/2010,109.5,118.734375,,123.59375,127.125
10/12/2010,109.5234375,118.5078125,,123.03125,126.65625
13/12/2010,109.546875,118.8046875,,123.40625,127.09375
14/12/2010,109.4921875,118.140625,,121.09375,124.0625
15/12/2010,109.4609375,117.953125,,120.5625,123.21875
16/12/2010,109.46875,118.1484375,,121.03125,123.59375
17/12/2010,109.5859375,118.6796875,,122.84375,126.875
20/12/2010,109.59375,118.6953125,,122.25,126.03125
21/12/2010,109.5390625,118.6484375,,122.25,125.9375
22/12/2010,109.5234375,118.4609375,,120.78125,124.90625
23/12/2010,109.4765625,118.21875,,120.4375,124.5
27/12/2010,109.4765625,118.3046875,,121.25,125.53125
28/12/2010,109.4140625,117.8671875,,119.34375,123.0625
29/12/2010,109.6171875,118.6328125,,121.3125,125.71875
30/12/2010,109.5625,118.46875,,121,125.34375
31/12/2010,109.640625,118.71875,,122.125,127.09375
03/01/2011,109.4296875,117.65625,,121.5,126.03125
04/01/2011,109.3984375,117.6875,,121.3125,125.25
05/01/2011,109.1640625,117.015625,,119.46875,123.03125
06/01/2011,109.265625,117.3359375,,120.09375,123.375
07/01/2011,109.4296875,117.9921875,,120.96875,124.28125
10/01/2011,109.484375,118.1171875,,121.1875,124.375
11/01/2011,109.46875,117.953125,,120.96875,124.5
12/01/2011,109.4609375,117.953125,,120.78125,123.84375
13/01/2011,109.5,118.2734375,,121.46875,124.34375
14/01/2011,109.4921875,118.171875,,120.90625,123.65625
17/01/2011,,118.359375,,,
18/01/2011,109.4921875,118.1015625,,120.4375,123.03125
19/01/2011,109.5234375,118.234375,,121,123.78125
20/01/2011,109.390625,117.65625,,119.46875,121.9375
21/01/2011,109.4296875,117.84375,,120.09375,122.90625
24/01/2011,109.421875,117.8671875,,120.3125,123.25
25/01/2011,109.5078125,118.2421875,,121.71875,125.03125
26/01/2011,109.4609375,117.96875,,120.0625,122.53125
27/01/2011,109.5703125,118.2890625,,120.71875,123.3125
28/01/2011,109.640625,118.5546875,,121.4375,124.0625
31/01/2011,109.59375,118.4140625,,120.625,123.15625
01/02/2011,109.5,118.0703125,,119.9375,122.375
02/02/2011,109.3984375,117.6875,,119.53125,121.9375
03/02/2011,109.3203125,117.3984375,,119.09375,121.4375
04/02/2011,109.1953125,116.8515625,,117.875,120.0625
07/02/2011,109.1796875,116.8828125,,118.09375,120.5
08/02/2011,109.03125,116.34375,,117.3125,119.5625
09/02/2011,109.1484375,116.6953125,,118.3125,120.875
10/02/2011,109.0546875,116.3046875,,117.5,119.5
11/02/2011,109.0625,116.46875,,118.40625,120.5
14/02/2011,109.0546875,116.53125,,118.9375,121.28125
15/02/2011,109.0859375,116.6015625,,118.96875,121.34375
16/02/2011,109.0625,116.5390625,,118.9375,121.21875
17/02/2011,109.2109375,116.90625,,119.4375,121.46875
18/02/2011,109.25,116.9609375,,119.21875,120.84375
22/02/2011,109.359375,117.6640625,,120.84375,122.6875
23/02/2011,109.359375,117.484375,,120.8125,122.78125
24/02/2011,109.3984375,117.6015625,,121.53125,124.03125
25/02/2011,109.421875,117.671875,,121.71875,124.46875
28/02/2011,109.4921875,117.875,,121.9375,125.0625
01/03/2011,109.5390625,117.96875,,122,125
02/03/2011,109.4921875,117.7578125,,121.0625,123.71875
03/03/2011,109.3125,117.109375,,119.96875,122.125
04/03/2011,109.5078125,117.7265625,,120.8125,122.90625
07/03/2011,109.4765625,117.6796875,,120.78125,122.75
08/03/2011,109.4296875,117.5234375,,120.09375,121.84375
09/03/2011,109.4921875,117.8359375,,120.9375,122.9375
10/03/2011,109.5859375,118.265625,,121.90625,124.21875
11/03/2011,109.6171875,118.3515625,,121.875,124.125
14/03/2011,109.6875,118.671875,,122.34375,124.625
15/03/2011,109.65625,118.65625,,122.875,125.625
16/03/2011,109.75,119.1484375,,124.0625,127.25
17/03/2011,109.7109375,118.96875,,123.5,126.5
18/03/2011,109.703125,118.828125,,123.34375,126.40625
21/03/2011,109.625,118.4765625,,123.0625,126.15625
22/03/2011,109.5859375,118.3671875,,122.9375,126.125
23/03/2011,109.5859375,118.3046875,,121.28125,124.625
24/03/2011,109.53125,118.0234375,,120.75,124.125
25/03/2011,109.4140625,117.75,,120.25,123.46875
28/03/2011,109.3828125,117.6484375,,120.40625,123.6875
29/03/2011,109.3671875,117.5,,119.75,122.75
30/03/2011,109.4140625,117.71875,,120.1875,123.1875
31/03/2011,109.4765625,117.7890625,,120.1875,123.5625
01/04/2011,109.015625,116.6484375,,120.375,123.9375
04/04/2011,109.078125,116.9140625,,120.375,123.9375
05/04/2011,108.96875,116.5546875,,119.84375,123.5
06/04/2011,108.9453125,116.3515625,,118.96875,122.09375
07/04/2011,109.0390625,116.546875,,118.65625,121.40625
08/04/2011,109.0078125,116.453125,,118.53125,121.28125
11/04/2011,108.9921875,116.484375,,118.5,121.1875
12/04/2011,109.1484375,116.953125,,119.34375,122.34375
13/04/2011,109.1953125,117.1328125,,119.8125,122.84375
14/04/2011,109.1328125,116.9296875,,119.6875,123.0625
15/04/2011,109.2890625,117.3984375,,120.8125,124.5
18/04/2011,109.3671875,117.75,,121.15625,124.78125
19/04/2011,109.3828125,117.75,,121.46875,125.34375
20/04/2011,109.3515625,117.4921875,,121,124.78125
21/04/2011,109.3671875,117.5078125,,121.03125,124.5
25/04/2011,109.4296875,117.765625,,121.5,124.6875
26/04/2011,109.484375,117.9921875,,122.15625,125.9375
27/04/2011,109.4765625,117.9609375,,121.375,124.6875
28/04/2011,109.546875,118.3515625,,122.125,125.4375
29/04/2011,109.5625,118.46875,,122.375,125.875
02/05/2011,109.5859375,118.4921875,,122.59375,126.15625
03/05/2011,109.609375,118.59375,,123.09375,126.875
04/05/2011,109.6171875,118.640625,,123.53125,127.5
05/05/2011,109.6328125,118.875,,124.28125,128.5
06/05/2011,109.6953125,119.0390625,,124.3125,128.21875
09/05/2011,109.7265625,119.1875,,124.4375,128.15625
10/05/2011,109.6484375,118.921875,,123.875,127.5
11/05/2011,109.71875,119.1484375,,124.40625,128.3125
12/05/2011,109.703125,119.015625,,123.8125,127.3125
13/05/2011,109.7421875,119.1953125,,124.4375,128.09375
16/05/2011,109.7734375,119.40625,,124.96875,129.03125
17/05/2011,109.765625,119.515625,,125.4375,130
18/05/2011,109.71875,119.25,,124.71875,128.84375
19/05/2011,109.7734375,119.3671875,,124.625,128.625
20/05/2011,109.8125,119.484375,,124.84375,128.8125
23/05/2011,109.7734375,119.5390625,,125.09375,129.34375
24/05/2011,109.796875,119.5703125,,125.28125,129.59375
25/05/2011,109.8046875,119.6953125,,125.0625,129.15625
26/05/2011,109.90625,120.09375,,125.96875,130.34375
27/05/2011,109.9140625,120.1328125,,125.875,130.15625
31/05/2011,109.9609375,120.28125,,126.15625,130.5625
01/06/2011,109.9921875,120.640625,,127.25,132
02/06/2011,109.9453125,120.4453125,,126.1875,130
03/06/2011,110.0078125,120.6640625,,126.5625,130.4375
06/06/2011,110.015625,120.734375,,126.34375,129.78125
07/06/2011,110.0546875,120.78125,,126.21875,129.75
08/06/2011,110.0703125,121.1171875,,126.9375,130.9375
09/06/2011,110,120.78125,,126.5,130.71875
10/06/2011,110.0390625,120.8984375,,126.96875,131.53125
13/06/2011,110.046875,120.84375,,126.6875,131.125
14/06/2011,109.9453125,120.375,,125.1875,129.125
15/06/2011,110.0390625,121.0078125,,126.78125,131.28125
16/06/2011,110.015625,121.203125,,127.625,132.21875
17/06/2011,110.015625,121.125,,127.1875,131.46875
20/06/2011,110.0390625,121.0546875,,127.09375,131.46875
21/06/2011,110.0546875,121.0234375,,126.9375,131.28125
22/06/2011,110.046875,121.0546875,,125.375,129.625
23/06/2011,110.09375,121.5,,126.4375,130.84375
24/06/2011,110.109375,121.8125,,126.59375,130.5
27/06/2011,110.03125,121.5546875,,125.5,128.3125
28/06/2011,109.8828125,120.8203125,,124.21875,127.25
29/06/2011,109.953125,120.640625,,123.5625,126.46875
30/06/2011,109.953125,120.421875,,123.03125,126.25
01/07/2011,109.625,118.9765625,,122.6875,125.875
05/07/2011,109.734375,119.4921875,,123.1875,126.15625
06/07/2011,109.765625,119.7265625,,123.65625,126.875
07/07/2011,109.640625,119.2578125,,123.28125,126.5625
08/07/2011,109.84375,120.140625,,124.96875,128.5625
11/07/2011,109.90625,120.6015625,,126.1875,129.96875
12/07/2011,109.8828125,120.625,,126.46875,130.28125
13/07/2011,109.9140625,120.7421875,,126.71875,130.59375
14/07/2011,109.8984375,120.5546875,,125.8125,129.3125
15/07/2011,109.921875,120.8125,,126.03125,129.15625
18/07/2011,109.921875,120.8828125,,125.6875,128.40625
19/07/2011,109.890625,120.8046875,,126.625,130.3125
20/07/2011,109.8828125,120.6796875,,125.875,129.0625
21/07/2011,109.8203125,120.3359375,,125.09375,128.0625
22/07/2011,109.859375,120.515625,,125.84375,129.15625
25/07/2011,109.8046875,120.4375,,125.0625,127.90625
26/07/2011,109.859375,120.6953125,,125.84375,128.9375
27/07/2011,109.78125,120.4921875,,125.65625,128.8125
28/07/2011,109.84375,120.6875,,126.0625,129.3125
29/07/2011,109.9609375,121.4453125,,128.125,131.9375
01/08/2011,109.9609375,121.6796875,,129,133.25
02/08/2011,110.0390625,122.0546875,,130.8125,136.46875
03/08/2011,110.0234375,121.984375,,131.28125,137.46875
04/08/2011,110.1171875,122.484375,,133.5,140.875
05/08/2011,110.1015625,121.953125,,132.1875,138.625
08/08/2011,110.1796875,122.5859375,,135.28125,142.25
09/08/2011,110.328125,123.3671875,,137.1875,144.40625
10/08/2011,110.3125,123.359375,,138.21875,145.5
11/08/2011,110.328125,123.109375,,135.21875,140.0625
12/08/2011,110.3125,123.328125,,136.9375,142.59375
15/08/2011,110.296875,123.1796875,,136.15625,141.5
16/08/2011,110.3046875,123.40625,,137.0625,143.6875
17/08/2011,110.2890625,123.484375,,137.9375,145.40625
18/08/2011,110.28125,123.515625,,139.625,148.375
19/08/2011,110.2734375,123.515625,,140.21875,149.625
22/08/2011,110.2734375,123.4140625,,140.15625,149.3125
23/08/2011,110.25,123.375,,139.03125,147.40625
24/08/2011,110.2109375,123.109375,,136.84375,144.15625
25/08/2011,110.2578125,123.375,,137.5625,144.8125
26/08/2011,110.28125,123.5234375,,138.15625,146.09375
29/08/2011,110.2578125,123.3046875,,136.8125,143.96875
30/08/2011,110.2734375,123.609375,,138.5625,146.625
31/08/2011,110.265625,123.5,,137.3125,144.625
01/09/2011,110.28125,123.6875,,138.6875,146.59375
02/09/2011,110.25,123.828125,,141.5625,151.21875
06/09/2011,110.2734375,123.7734375,,142.03125,152.5625
07/09/2011,110.265625,123.6640625,,140.75,150.28125
08/09/2011,110.2890625,123.8515625,,141.34375,151.34375
09/09/2011,110.328125,124.1015625,,142.5,152.90625
12/09/2011,110.25,123.84375,,142.59375,153.1875
13/09/2011,110.2578125,123.71875,,141.4375,151.15625
14/09/2011,110.2890625,123.6484375,,141.5625,151.5625
15/09/2011,110.296875,123.484375,,140.40625,150.3125
16/09/2011,110.3359375,123.5546875,,140.71875,150.5625
19/09/2011,110.3671875,124.0234375,,142.9375,154.09375
20/09/2011,110.3515625,123.984375,,142.625,153.6875
21/09/2011,110.2734375,123.828125,,143.25,154.625
22/09/2011,110.25,124.1328125,,146.0625,162.75
23/09/2011,110.2265625,123.7734375,,144.71875,160.3125
26/09/2011,110.1953125,123.5078125,,142.875,156.71875
27/09/2011,110.1796875,123.2421875,,140.78125,153.8125
28/09/2011,110.1640625,123.3125,,140.9375,154.375
29/09/2011,110.1640625,123.3671875,,142.09375,156.65625
30/09/2011,110.1640625,123.359375,,142.625,158.625
03/10/2011,110.140625,122.9296875,,145.28125,162.9375
04/10/2011,110.125,122.8359375,,145.375,162.90625
05/10/2011,110.1015625,122.5234375,,143.5625,159.59375
06/10/2011,110.078125,122.3046875,,142.4375,157.90625
07/10/2011,110.0234375,121.953125,,141.3125,156.21875
10/10/2011,109.9765625,121.4296875,,138.6875,153.1875
11/10/2011,109.9921875,121.65625,,139.875,153.90625
12/10/2011,110.0390625,121.5625,,138.5625,151.53125
13/10/2011,110.0625,121.890625,,139.53125,153.40625
14/10/2011,110.109375,121.9140625,,138.40625,151.6875
17/10/2011,110.0859375,122.125,,139.75,153.59375
18/10/2011,110.09375,122.25,,139.59375,153.25
19/10/2011,110.1015625,122.25,,139.46875,152.875
20/10/2011,110.1015625,122.1953125,,139,152.0625
21/10/2011,110.09375,122.2265625,,138.5,150.84375
24/10/2011,110.078125,122.078125,,138.09375,150.34375
25/10/2011,110.1328125,122.5078125,,140.0625,153.6875
26/10/2011,110.0703125,122.2109375,,138.78125,151.6875
27/10/2011,110.015625,121.6875,,135.40625,146.3125
28/10/2011,110.0703125,122.0625,,136.875,148.6875
31/10/2011,110.140625,122.609375,,139.03125,152.375
01/11/2011,110.1875,123.046875,,142,157.09375
02/11/2011,110.2109375,123.1015625,,141.75,156.5
03/11/2011,110.1953125,122.9921875,,140.6875,154.5625
04/11/2011,110.21875,123.125,,141,155.03125
07/11/2011,110.203125,123.1796875,,142,156.65625
08/11/2011,110.1953125,122.984375,,140.75,154.46875
09/11/2011,110.21875,123.2265625,,142.71875,157.21875
10/11/2011,110.21875,123.046875,,141.3125,155.09375
11/11/2011,110.171875,122.78125,,140.4375,154.09375
14/11/2011,110.21875,123.078125,,141.78125,156.1875
15/11/2011,110.1953125,123.015625,,141.5,156.0625
16/11/2011,110.171875,123.0546875,,142.125,157.0625
17/11/2011,110.15625,123.1796875,,143.34375,159.0625
18/11/2011,110.1171875,122.9375,,142.78125,158.59375
21/11/2011,110.15625,123.015625,,143.59375,160
22/11/2011,110.1953125,123.15625,,144.09375,160.875
23/11/2011,110.1796875,123.28125,,145.34375,163.09375
25/11/2011,110.1640625,123.0625,,143.84375,160.59375
28/11/2011,110.203125,123.15625,,144,160.78125
29/11/2011,110.1875,123.078125,,143.28125,159.59375
30/11/2011,110.1953125,123.0078125,,141.625,156.875
01/12/2011,110.1796875,122.9296875,,140.65625,155.03125
02/12/2011,110.1953125,123.140625,,142.0625,157.59375
05/12/2011,110.1796875,123.1015625,,141.8125,157.34375
06/12/2011,110.1953125,123.0859375,,141.03125,155.78125
07/12/2011,110.234375,123.390625,,142.125,157.5
08/12/2011,110.2578125,123.5703125,,142.84375,158.65625
09/12/2011,110.2421875,123.3984375,,141.5,156
